,image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes
5076,./clothes_dataset\green_shirt\26f8c009c126e8cecd6b65ce95b789d170a92a6c.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5077,./clothes_dataset\red_dress\6692d7c504ddb3c9da8fa166d1d7e346af6f9d1e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5078,./clothes_dataset\black_pants\141881a87c4e6db7ca7257832fca50b126772750.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5079,./clothes_dataset\blue_pants\d03613a7a36836f44f8826282af064975d1376ad.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5080,./clothes_dataset\red_shoes\30a76d7a7ec8480954dfef14a29bc464ac7fc64d.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5081,./clothes_dataset\red_pants\b9afc97cd87199db7eb11f12b3a32e7759399e7a.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5082,./clothes_dataset\black_pants\11761ee5981401bd3935dcfc794f215068bb5678.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5083,./clothes_dataset\black_shirt\45ec53e12ec31f9ee34c3d2d37f3501445f38a28.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5084,./clothes_dataset\black_shirt\a7069bc3722f853fb5bd1e9c91e861c841940441.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5085,./clothes_dataset\white_dress\88a1393686b953ae37ee9803298fc386f5e72565.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5086,./clothes_dataset\red_pants\a4495a8d6d697f06e9759847a12d67c307ba5661.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5087,./clothes_dataset\red_shoes\b62092868c37e75f347fe83d325cda28b436977c.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5088,./clothes_dataset\black_shoes\bf7875923b36bbaf1dc436facb124fcaaeae9526.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5089,./clothes_dataset\red_shoes\83b4eb3a8cabea768b20cc48da290f4a925bd8da.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5090,./clothes_dataset\black_pants\09fbf9050a2aedc7cdbe300e74e39648fd0bcbd0.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5091,./clothes_dataset\black_shoes\aa481ce11088e2577c2780ae7d55323464e03484.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5092,./clothes_dataset\blue_shirt\378a9d01fdc24ed6b516fffc3dd6f1e1395f8b75.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5093,./clothes_dataset\black_shoes\289422358e78d430ff50efcd5f744c32498c83e1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5094,./clothes_dataset\black_shirt\663142ab94afc2e0d37fece3ff4de7ccc5b83259.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5095,./clothes_dataset\red_dress\ebcb0aa92c2217c867f459917e39249697e5394f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5096,./clothes_dataset\white_dress\9ddfc9efb6a71241038aaa5f2453de6804bd8bbc.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5097,./clothes_dataset\blue_shirt\744629adf0cca6998cd1f2a5e4d90d7e8cd6edf9.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5098,./clothes_dataset\blue_shirt\04dc8d2b76e20eab73176040830891ee0d966e1c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5099,./clothes_dataset\blue_pants\4a28cb275ee76516adddeb063fb5ce99368669e2.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5100,./clothes_dataset\black_shoes\ef23828185e97467cce04c3d5523c673954633ff.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5101,./clothes_dataset\black_shirt\3f87e49fa40f46b7aa99fbe4c6fa07e114061d9a.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5102,./clothes_dataset\blue_shirt\571fe20fbad4af60a83230050b5f01eedbc1e4d5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5103,./clothes_dataset\blue_dress\954027ecaafa8b65e885fe6adc9e7d6dbe4d27b2.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5104,./clothes_dataset\red_shoes\94647cdc1054bcde59685c927c01d2d8bdc321d3.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5105,./clothes_dataset\red_dress\88c3b3ac7f5cc85349471d8323db0774f81919c1.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5106,./clothes_dataset\blue_dress\20807bf2af07d5d736f8b766f189b36f97e536a6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5107,./clothes_dataset\black_dress\865686ddb13a88ee13285dd878e787711427705e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5108,./clothes_dataset\black_pants\e4ca0e477a3455829c255f1cf4e8dacd19b8637f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5109,./clothes_dataset\black_pants\cf429064bad95c4239bd5d1be956fdfba85a95d4.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5110,./clothes_dataset\black_dress\c60f6d865651922b5b0e41ce18444bc15729381f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5111,./clothes_dataset\black_dress\f97043352571f3c0f8fa8ef65ea099292f7a179c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5112,./clothes_dataset\black_shirt\6e245e25a496317ef33faf7a19a51126100bb227.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5113,./clothes_dataset\red_shoes\0d5b007343ae7def839f969cb66d9ab1675cbd9c.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5114,./clothes_dataset\black_dress\c11abc6bac4323c6a71ea085efa43f6195e3beda.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5115,./clothes_dataset\blue_dress\893e6b1c3a890896d54478e07360e6ac08ebfb93.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5116,./clothes_dataset\white_dress\1d549f108cdde775c0cedf77b1f5e2d1dc14e95b.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5117,./clothes_dataset\red_shoes\18909aa99d6ad2f1add7028c222526c7025fb833.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5118,./clothes_dataset\green_shirt\86131e6a08efde502b4a55c0b5f5fb1f7ecabce7.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5119,./clothes_dataset\blue_pants\f36b8198a13bcfec533f9a4a1b3e14fd45e3a82c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5120,./clothes_dataset\black_dress\cd45ad61738499fe89da9d5a5ecc08006390d51e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5121,./clothes_dataset\green_shoes\6151e73fea817d1cf49901b5760356f3b60ff199.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5122,./clothes_dataset\white_dress\8a2d455001d7d99e30c10c2b56380f0b10223ff5.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5123,./clothes_dataset\red_pants\fbb9356b6b968e1b0481732f38f914ec166688ec.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5124,./clothes_dataset\white_shoes\bc20d87950598d6361e452eabc1b53d9f4f08234.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5125,./clothes_dataset\green_shoes\831f84b855bf595439f279d0a1162993b0df4717.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5126,./clothes_dataset\blue_shorts\bb4f8499b44d84c1f82961582b51316399968788.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5127,./clothes_dataset\red_pants\56547e4b2813ce11f88b7dee3f0bc85365803c91.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5128,./clothes_dataset\blue_shirt\d104044d0e7ab3a5f9582448ea64b1e31f5538f8.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5129,./clothes_dataset\white_dress\b24428bfd15898699cc5bafed0564ac5ae139fde.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5130,./clothes_dataset\white_shoes\45a95c5227c207fe657d9959cc6e3f89d5d33559.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5131,./clothes_dataset\blue_dress\e90f8ee0adbfb60285916634cdf17ad4e9e56262.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5132,./clothes_dataset\black_pants\38b85784c0dd0e0be433d1edc4495c5e608c8e59.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5133,./clothes_dataset\black_pants\cdf216ab5ba21eddac87dc68640b54a6ad2c0076.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5134,./clothes_dataset\green_shirt\9e8f12518fa0d9b01c3c67511e0ab09739861cbe.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5135,./clothes_dataset\black_dress\678f81a1dfa1aa4ea3a505c3f5e24e75c416e40b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5136,./clothes_dataset\brown_pants\5dd7fe91b9e68989f177b91f52731d30c752502d.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5137,./clothes_dataset\brown_shoes\766d1e6b77c69d3c72573f0627955d6a59fad49e.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5138,./clothes_dataset\blue_dress\72a4a26be53e376894afc68335a2aa51e7ff8a05.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5139,./clothes_dataset\black_pants\47d5d1fd81f8ff51049c75baa6c6fd576a72f16e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5140,./clothes_dataset\red_dress\81d38efa588a5eeb765d957ecb1d5bcc6c103e50.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5141,./clothes_dataset\black_pants\e542aa01f64e01e42ee88cbd6d7907e0ee886ba9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5142,./clothes_dataset\black_pants\2d49d84b594f9d8c5b3577cf1627419d283f6978.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5143,./clothes_dataset\brown_shoes\aab98416d601ea6ef5dc34e498e03a639de8960a.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5144,./clothes_dataset\red_dress\ebd2ea5d3682afa2b941059d9de2af8027a738cd.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5145,./clothes_dataset\white_dress\0aa3546bea5440feaa89ff44382851f5553343c0.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5146,./clothes_dataset\blue_pants\b6467ab2a1bb918c1f41b50936371d478207d2b6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5147,./clothes_dataset\blue_shirt\034ad13b29091fba1ffef3eb467b91c41c8fd67d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5148,./clothes_dataset\white_dress\5826c9849bfe32e220202b69fa1dff72ffe3abf7.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5149,./clothes_dataset\blue_shorts\40e378633ce0fe131e4035031e96c13062f2db52.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5150,./clothes_dataset\white_dress\3053409a0a83ea64e7246ebc30e97c699ffccf05.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5151,./clothes_dataset\brown_pants\7e4884f8535f2d62649d1949f48cb745939297fa.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5152,./clothes_dataset\green_pants\54bbff171e26d81a695ad090323d5fbd76a1a011.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5153,./clothes_dataset\white_dress\65db5f387a0bf7695560e33cd777fc6b35419a66.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5154,./clothes_dataset\blue_shirt\cd7cf8a9fb713a24e2c0260b6a56494d1e144919.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5155,./clothes_dataset\blue_shoes\b6f32332e0998a152f3f9201665807bf6bde63bf.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5156,./clothes_dataset\blue_pants\b096c9da627b2c520c7a4cdedf7f9a73a0ca99a1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5157,./clothes_dataset\green_shoes\98e44c6f52051128cb77bc96a2e2ec285de120e9.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5158,./clothes_dataset\red_shoes\2e75795602375f8f5f351850cf7af2f124bc6d53.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5159,./clothes_dataset\brown_pants\218fc1a3f4942a6c5d9b8b1722ecb936d6bb8b9f.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5160,./clothes_dataset\blue_dress\70cf9a9597c0c33de0caac71d4a45c37975e266e.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5161,./clothes_dataset\black_pants\6ff5982189a9d6f1fd94a7772219dfec40b58a01.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5162,./clothes_dataset\black_pants\4662c3a9fe54efe4f20c5176a50a02447183e778.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5163,./clothes_dataset\blue_shoes\2dfb69e166467918b8252bb467fa452f10e0c658.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5164,./clothes_dataset\green_pants\eb023619be3423383e3a22c1ef50e553dd286c14.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5165,./clothes_dataset\white_dress\506acadf19d1e011f4b479e1f3bd9fd84a63967b.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5166,./clothes_dataset\brown_shoes\ddeb6da2dad8f90960de3025b0389cea7135e23d.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5167,./clothes_dataset\black_pants\ca55911966776dcca02ce39ca842b4c11ec1b743.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5168,./clothes_dataset\black_pants\1a5eb6fdd566f4e1c41ab2971e4762bf69290d01.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5169,./clothes_dataset\brown_pants\e4ec9c8069e01c80e5c7c99f0a7fe30c5ec2f85c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5170,./clothes_dataset\blue_shirt\b7218269381b0b7848d5f056843864e6c9db1f31.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5171,./clothes_dataset\green_shoes\153b144b0e1b478a7be9fe8f8aa854e820a53cf8.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5172,./clothes_dataset\red_dress\4b43f7c9924f97af29acfc6f885960c4f547ba97.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5173,./clothes_dataset\white_shoes\a4332c18263401a89f4f91239c4303621c6b9d74.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5174,./clothes_dataset\green_pants\ff8232646270ef6b4109daa0db452ed81899b644.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5175,./clothes_dataset\green_shirt\453c090fb4504ad7d6a9cc700458f7a617ceab77.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5176,./clothes_dataset\blue_pants\90f1503139b079557a030d091d6a15880a720783.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5177,./clothes_dataset\white_pants\9a6847d1ddbb367df02536f00a65be6e85547f1d.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5178,./clothes_dataset\blue_shirt\66d3e67e538917a168e9230e9fecc21b7242217b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5179,./clothes_dataset\red_dress\9674cab4c2fd280304a8d2453e615e70a1c3f4c8.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5180,./clothes_dataset\blue_shirt\c304c700c637b487723330ec15837b5987b0608f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5181,./clothes_dataset\blue_shirt\c1575bd1ace7cd91c6e8f7987d33f6f17cabc6b3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5182,./clothes_dataset\blue_shirt\88de9868c0296f954f2b538373577b43710e877f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5183,./clothes_dataset\blue_dress\fc88f62cfec6f91e766193f317d0a683f4db1f47.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5184,./clothes_dataset\white_shoes\ef3346f8dbb0a40871e92722b6363eb4f1191e3e.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5185,./clothes_dataset\red_dress\b193d627a92a9e89e11c36721a62df5e3bc2e32b.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5186,./clothes_dataset\white_shoes\f6bce1dc67b0fff7897b0b6fae79c566827a92cc.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5187,./clothes_dataset\blue_shirt\cdfccc7b49455105eb41af391a0f7657c6567d40.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5188,./clothes_dataset\blue_dress\e1a5cb906605b5700c5393bf357fe8bb3e4e87ca.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5189,./clothes_dataset\red_shoes\a630f80d57727c46b21b2ef9376d0a36e389bb84.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5190,./clothes_dataset\black_shorts\75282fe3d0f3728bedb5bf3035f862290a54e122.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5191,./clothes_dataset\black_pants\85b75f63c67743c44ff08dbd134aff2a1f98b7f5.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5192,./clothes_dataset\black_shirt\85d7ffbb801be7f7cf4961b776b1e02dd14c29ab.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5193,./clothes_dataset\black_shirt\fc68e843fc1c563fb22ee55271167cef36d7055e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5194,./clothes_dataset\black_shoes\4b7d748c6ed17e0e55ca797c6efedf48eab7de5a.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5195,./clothes_dataset\white_shoes\dbe2177f9ec1c0be7b651c552e8dcf2cbd4cef93.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5196,./clothes_dataset\brown_pants\3afa77278e0b556bbfb960394a9db1c2e815fa65.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5197,./clothes_dataset\brown_shoes\50922eeb7b4e3ea30a47b5641efc855f74133989.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5198,./clothes_dataset\red_dress\5953061cf064f3a47464ba8326c37049ac1a0df1.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5199,./clothes_dataset\brown_pants\4cc6cf4d66f36e55a8704b7270480a175da154d8.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5200,./clothes_dataset\red_dress\f24cf0353f64a8905524b623c9ef822eabd7b1d3.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5201,./clothes_dataset\blue_pants\b455a1b863a9b408f3c2da48ef16978f74138030.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5202,./clothes_dataset\white_dress\6a9df8e7b2eeb7b5931038b2d5fcfd6d6c5388d8.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5203,./clothes_dataset\white_pants\c88aefb758ea6a921c61ecdbb37bd7f2d505b7e2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5204,./clothes_dataset\red_shoes\8b4db084176f94046ca740f3301a49d1e7fde800.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5205,./clothes_dataset\blue_dress\f907d46800c3a54c3f62750ad292855607b0e249.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5206,./clothes_dataset\green_shoes\88406f03df4fe34e606601862c68246dab28ada8.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5207,./clothes_dataset\blue_shirt\41f5baf73e989dbca3af3e89c8b086d8df23a69b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5208,./clothes_dataset\blue_shirt\7012382fae368bcdf63f414c0ef4d1b554aa303b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5209,./clothes_dataset\blue_shirt\6645f822620d2445e75a23285c95651383c20f12.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5210,./clothes_dataset\white_shorts\1edfce69371abb550cbf9b1710bebe7d3cfa495e.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5211,./clothes_dataset\black_pants\97c0770ae82b3212af6946d3421a5eaf89538aa3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5212,./clothes_dataset\white_shorts\d8fe819f56aee0ab5d4a6d78ce5ecf1c3adab35c.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5213,./clothes_dataset\white_shoes\f2040331d4689731a4e8324119b143efce93d8a4.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5214,./clothes_dataset\black_shoes\c6633274d043117b6bdbbcc0fef7a119daa6cb2d.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5215,./clothes_dataset\black_pants\9f840ab9019af08aadb97dc1cc72458a19ea14a2.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5216,./clothes_dataset\brown_pants\a96828b32182b224650669d8c70ba50314943de3.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5217,./clothes_dataset\blue_pants\2e58439098f5afe59f626578a40b97521b6ddaf1.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5218,./clothes_dataset\blue_pants\249f57537e670389fa2b24622642754270ac5dc9.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5219,./clothes_dataset\red_dress\e2c24aa5307b688e257022a69abf12fc5af66255.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5220,./clothes_dataset\white_shoes\17c9b55475a893898fad7fdb9608a4814809ddb6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5221,./clothes_dataset\red_shoes\edd66afee8993f94e2b7a0430931e215ce169e43.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5222,./clothes_dataset\black_shoes\340219a71a42e6f2ff0d295b07a177701542571f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5223,./clothes_dataset\green_pants\414c6c03ac336dbb16904c340420f835c8d00c49.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5224,./clothes_dataset\blue_pants\644a52a0f6ed82c6ee2f0791d21c063e9877e73a.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5225,./clothes_dataset\white_shoes\e64cb3536bed7863a5d90a8fae710e7dab524885.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
