image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\black_pants\14d9e5527d8459159d4b17eaef91df5ac799c3e4.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\cce8e9842e15f1c41e4a8d2c3114033812d09738.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\214044f97af2bd5d0f99202c0308e1ef36d072ac.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\554cf85a7e5566bf72f1eaf93a4bb1fd7ac3ca9a.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_shorts\3dc7c361a14e629207b5df97db76411bfdebe0d7.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\black_shoes\2916be9f82fd80309c071d52f1b422f4f6cc0268.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\b14d34031fe47f9ebc010fbda21cb80ffdf3d9a8.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\e779c49b605c6c5c67fd478a2263511a41da0b6f.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shirt\2fb6b554e4d0cfe2442245603f466878a424e708.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\5974f5abe3979afb08eab8d0cc94c7dba4898e42.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shorts\5ac9c9c5b51bb9721c08dba7711348a15a31572a.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_dress\558a620186c6264e10b07f2a0174fd7eb6d29538.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shorts\a46091fcd9140ce159c662a164a2ea682e23ca99.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\fae2954987607ec0cbaa7056c7032d53310e8f63.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\9abf740040211eedbccd41123b5dfa5ebd617f3a.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\b120d545e9a0022d8b8471f4025bdd4e72524bf7.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shirt\04de17cadd9fddd2f6454174dc764a8e6b03665f.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\red_dress\d7e330d8349079158c246e72bc9da6b57904769b.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\392972d4e55b6871ee712a7e0b98793441f2cfbc.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_pants\4ef0377ef165dd9b6b36b67730b78efe1a7ef2c8.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_dress\263b18808e033b1f0ab28aff79dce7de79ea3c08.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_dress\9973e6d7f7b6bd6bc95191d4f6b0188db34aae07.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_dress\20d9fac9417436ca7a72d41964baa85a7e543c39.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shoes\0f3b74a22d4241e28414a475caf46c9596ba09c6.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_pants\94d9e7a6881b98a65be5bc35ba71ea298b5074fe.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_dress\91934ca9a46033e8973875b684468950496645fe.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shoes\1452b050130f52a3753bbb3fba169c2d5a599b5a.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_dress\8343f3e26ccb9fd3cabc8f12e916c05feb21e2ab.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shirt\c682175cf0d5cf2e799da700145c89d25e34b645.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_shirt\def541a5ab4151f6cfe536834ea4a466a9ee440b.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shirt\673a4a0ef4c636cf68fc37f2c9290a59d3b60c51.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\3dbf32601cefce6aae2562f67eab9af4b7a542dd.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shirt\bdbdead95d65f7370fdd9aa3b27e4e3df76b87f2.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_dress\bc75f96ad09fd7077a9d0ebeb3ef201d5057cf5b.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shirt\c3d540df9da01a2c5d08852c68b7ebfe97780f8e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_dress\6a09b174e3297dc97379c6e8a0d6cd9688bcdcc7.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\300abc844324524d059e62e3bd26e7ee4b63d1a2.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_dress\af73a75989f790b74530135788a94197e8e9b727.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\white_dress\b41af414e10ff0ed8321b8ce483829db9cf02c43.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\green_shoes\6e99831781a1436c36cb35533afdd415191a2f86.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_pants\bbf4d74c2af1afb50a52b8dec6999f230e3af4d9.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\red_shoes\2e75795602375f8f5f351850cf7af2f124bc6d53.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_dress\c61f512b2fba12023ffebd939e9a56b58e0fe25d.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_shoes\78c5066760aedf9aa1dde7cc2e419c9cf1643be5.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shoes\2983f265f74a71f3ebb0d2bce8bc83d99f9c2214.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_pants\e4ba4c424f606cc2acb87b7a93acc1c13a7bff71.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\red_pants\5e5e8fa4f7f1a411fff20c0532002e98c2473728.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_pants\39e2d6550bc8b16640ff664685a548031fcdc793.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_shoes\1b7c2e3dac388e09aaa09a68a3884fb371b0bf24.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_dress\0aaa34f91e22e721ed1d7e2e1553cd4626cb70a6.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\0673338c158b24a543b1c09648fb4b318008f862.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_dress\d54f6b33281e73be6dca5c0f6c907aa85078627b.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_pants\9d2d0fe18b9920f4861a681a0c95a385e1892be8.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shoes\48fbb30cc9ebeb533231bff533db786231de822f.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\61e87f82fa2c59f7d67e7c362291091f01dd217e.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_dress\c525074faf446012ebd0cfa58b17e1efecc95273.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_pants\f57b292e96a0b9c94970869c838ddb69f3143108.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_shoes\b64d2dc292c31cb7adc1166ae6cf3fcc748667d1.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_shoes\83418db970ca8487d97d15578bee55ee9c54ec11.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shorts\f48951a64166d0345763cf02fc8bc1418027be64.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_shoes\af90081ad5004589344d9f8e8870c9e06350e0b3.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_dress\658e34444ad2e0487d186fab468b407834acc909.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shorts\3aa9a76cfef55e71b3d541a597323daf8ae28fa7.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\73e97bc6caf58175e0f6aa04ec29e878a94a93c5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\3b86687cc0ea7d7316fd742b8e902fa29ee30c8b.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shoes\25fbe6714673e6db26154a2a5a01021664849f48.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shirt\dbf583c9ba98b91f225e7972cd3edf7a11445a95.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\d109e0448d0eeda23d9315c32d3e85c096307158.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_shirt\d0c20532079a698810b1b57a711658202f2a8d08.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\white_pants\d614720d6e7a94c896a27f0e7c73c7d242a5a9cf.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_dress\743b960ab6bba18edc0286067fc3427a5d75cd67.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_shoes\b4cc1c8b02df104edbb8d973a2e3a2311ce38584.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shirt\6be4a6ce7ebb2a40836459d9d4dbc2e0a415051f.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\7611ae461d279e5ddca27b00f0041a6f7e8ad7e3.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\09ca08a588e34ebedafe68314ddf1e0c19611b9d.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_pants\8bd0e20f5b06dd2954ca9f47d3d90f92acfe1c4e.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\red_dress\409f3144b679b8b66dd55688cefd4007db69c7c7.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\17fd18f8b24e9590b6f2467f232f00a074d83d35.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\7f2a31fc70275af80009e0e029e45a8771ce91f8.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_dress\b483f83820e60adecfd7cac7074c2e8e7fb5409a.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\white_pants\e97eeff470c2f027a1910d1322de8e1983d1bf8f.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\blue_shoes\a5d506bc4995fbf85de5550530d52a815a70ebba.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_shoes\eb7fe39d8485b0d4d60af7516e518940f813ee00.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shorts\aef16c7e58ace28314b5633cb58a4ee043379fff.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_shorts\5c4162f57538456dda71683fe8203ff8db763032.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\black_shoes\800ad5610c51cc54e522ee3622b91ebed287b348.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shorts\373cbf787a0fe791b38bc1603a0a7c54dc6e5c6c.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_dress\c3eff6493cf41a0134453662133b29f8d62f3a6f.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\6353445804583c5f4f4e3f0500a52cdd6b03ab0d.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\f7f603da87efdb3717574d44558ce9418ae3b3cc.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shoes\3c1220a68d55afd21b27185c31ca918484a8a816.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_pants\a31c25114949cdb620f0490755a0982b1b2b1e7e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shorts\8f96cb2b0549cd4a866e9e49c4835b5129e93d02.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_shoes\68e851540acc402944ca52f787e99f788dcfb290.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shirt\2cd5aa6a74caf7b4c992166cbd202c943c808d00.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\4b7d748c6ed17e0e55ca797c6efedf48eab7de5a.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shorts\b16b1340ab0fc2feea89ae66dfc27e1541a77858.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\eb86c9a349dec76076bb1f70c73067aa0dd9d98e.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\ea43339d75f20e8772700534598fb90ba9293ab7.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\193c7e4fc839e3413724decd9d19574f81e6e4ca.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\6cd4ca47cd5318d9b424083b74832228c62a6657.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\6ef806f76bbc9c5e2fc00018cc115c29f6aff290.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_pants\dff94b7c5693032d72c70064009bc51cc2434167.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_pants\012ebf607c73aa79630db9c198047032006f363a.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shirt\e6e55cf0e88e7b83288d5b51b2652183d91d9690.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\cd12c7b1b92fb9dfb001a136400aabd578524d0a.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\brown_shorts\402d7e7aef043f066bcc756ea680ad678b62a4fe.jpg,0,0,1,0,0,0,0,0,0,1,0,2
./clothes_dataset\black_shorts\357643c4d97406dbc9ec38460e67d819c548f6a6.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_shoes\6f4d081ade59d444adc1aaafc81cb36a5e2412fb.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shoes\bc99a02172956b60043134c36fa4d6f4ba75d6d0.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shirt\e06f373af5bbc267ab88089c670d67e506681cfb.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_pants\b73f12e477d2d55d928de371c68f98d35731d27f.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\0bb150ee1a6f02910cfefa85890266632bdbe4f2.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\06aa5ec33d1630551b04612e8191e1bbc9dedf00.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shoes\02fb2ab70d02279625de43bc22b7b6e9fa5dd43a.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_shoes\9e44c44e9fa714912d78d0c5ce5876dcc1f2771d.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\brown_shoes\f623fb4bd7c96a98fedf9dc67cf773ac3477e333.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\8837d7e5a4a7e4fc936b15e9c47a6217499dd490.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\82c87b740179fef667558cfa09193ef6e48b1146.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_pants\9862caae3343d6795b11d9fb27ac77d6c2ce0712.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\red_dress\5af387756fc19d2f969edd3e9ea2f7ed73494239.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shoes\61b9f7ed89882700f377a513c71a9e07f39dfe03.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_dress\6794b21066bfcb0a3e1fb025b3831c05302ea948.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_shirt\4d07f52009ff4fba2906e3df64992f9281f3369b.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\red_dress\4005058fd6090a4ee8eb3613f631f9f446f27d8f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shirt\e0cc014a0d1042a87b6e93bc02359640dfa4e09f.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shirt\7cb32732d44929342da03577c7152faf3a064ba1.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_shoes\6cd89f6f74e44c2853f619125896e7f315f32bae.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shorts\72ce60a175a968b16675b4c652ff10499170df4e.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\cdc59bfc16d0837d2181c0d16674b697d6472f72.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_pants\fa7a31cc0b1756b92912e7d7d20a0fdb5fd1b3ef.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_shoes\23df07d91e34edcfcf4e5df8eeb62128ae5565cf.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shirt\7d863f444d018af4e119e8b26050598439fc0cca.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shoes\1dcebbc0dcf70e52dd50187c323aaba4b5493f16.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shirt\098916442b8624ceb4051657dea85c93a3700d12.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shirt\45d52bead66391fd04c639b5fed484b595c3c511.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\ff5868bc5b70e4393b11827b5adcee1a34e8d975.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shoes\c74d459a40d2a16a1d68cf152d377c459848b436.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shirt\c6732451a73820dccbf86cab8fcb0f5e8b9b66d4.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_pants\dbd1ab5d3336df4679a2119f41362a0a160545e0.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_pants\d0359116021787e5c3ec972bbdb291cd75adfbad.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_pants\8008017b4ee1473328b461f766fdd408269e2081.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_dress\5928a0b349675bc3ff947b267373070cdb7d7fd9.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_pants\5fbc8dc176b7394ace4558fde9325cfe688cd5e1.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\ef9a0e1c9a0d8adbf47f60f5010757f1b74f729c.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shirt\4e6a5e560fff75100450af62f214b098da7f4e1e.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\50aa9ba4d56a07a27bd17caee4e6e1b1411a221b.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_shoes\5e006b1eab73efeaa91fb76aa7c2d6e24706e60f.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\966a43b03d9c933af13eb3d3426e36efbfc81593.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_shoes\1562ab85f4bb60554a954aa963bc71d436f13992.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shoes\0c8aa1ccdedb57384f5762fb9679811c711949ca.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\c9872ad4083036dbd33040ef09cce87b98a3e59f.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\brown_pants\02e5ef72366c37a9d91514460089341749a83473.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_pants\d8e486a4f0f6bacc9a662677a6159e18fceb186a.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_shirt\df398e747ba6009fad6eab37f404b957533c0875.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\1330aa94a2a76aaad4e96a5d2bfa912936b92f0a.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\c879faef9a41f904580ace1a7ceff81cb9c996f9.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\1bdc0591b1b0888bd675d5abc767139582239c04.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shorts\afbed0d98af82cdadaee61484797f3d9d00ee10c.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_shirt\6c34954324852e884a3a84497b65cec0c929f571.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\a021a1a196d81df2e34e532047ccf9b5d308d36c.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_dress\459b307b45f1ce3b7ad710ead3f8e1cd6010712c.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\c3c594e00faaaa3767531e4f28096938d97615eb.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_shoes\4a5a16048f0842e2e2df0f67ace66bb14a5f32b9.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_pants\9023cfa9c945ace661e72e5fc47a59d2f5d4f5ce.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_dress\e89333ac34da0ad3f57c6ff027213fa8b6a22da7.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_pants\cfe8798c27c1a3470ab51d99e9b9d9e51d2fe758.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_dress\e90f8ee0adbfb60285916634cdf17ad4e9e56262.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\brown_shoes\9588ea571102dc1316107ff179ad57130f7a0919.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_dress\b08e8114a68e5f6910164a933c2b5e650d21ac35.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_shoes\03db90100edd286664b90c83e435decba6c75ac2.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shirt\3672eec567b5fa8114b086815ee06e1acce2db3e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_pants\89b064dd7f1823887af2c31c2b081d048a4b214d.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_shorts\a07dcb2eee0aad9a3765e8692cedc143621660e3.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\white_shoes\757b3b41fba3e01ca2a09b1c5662b7c49be6b892.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_shoes\b8a5ba2d9ccac3ab6b06bb9f01a0925a1d0d59dd.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_pants\8123d45bedd65da1b8ac8387173f9dd575ec44a2.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shorts\eeeea38e56107eb4391efb032d4d2caa85c9b0cc.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\black_pants\cad33492affb90643af0393faa99178d2a4566f3.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_shorts\26c03debfc69b5a3793f14079140c19734a525eb.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_dress\ccd540662be3d8220f4a9a1f0fe014e1e2170df0.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\brown_shoes\1e00feab80ef1d7a353d4ea55ce1ba4aae6a354a.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_dress\2a958bb256fc07392a89d18dc9b755dd625f09de.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\573e0aba4e4780e0e4897a292bb65c8bbed1751e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\bd905aaa6096f8204397efd0bdd220bdf009a890.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shirt\2e535a6c13aa3fb5da9726513682e2105503548c.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shirt\3af252dc5fcb31ea5600479647a85098cd446880.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_dress\8290583a60b59e394da570ccd70fc7d1d54cf9cd.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_dress\871b1ddf522b303119539f893077a3047a9f027e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shorts\047120369b64d1430fac95e30971a941bfbdf1db.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_dress\e12603ec3ab1484ea22d2466058f27e2bde2d76c.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\92854874e957cc6432029d7b14beb8c083fb5543.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\ec53572105ed516e49c748bc4d614c6fef2780ce.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\e1d82a42cb0fe9c81245004e2ede81ef8a160f69.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shirt\b71f1fe16980f36d2fc6fdedf025d7cd0cd4d33a.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_shorts\44900ef5c31d4adae2f3cfe4f801a95391b8cfde.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\red_shoes\8efddbc7fc34bcaac0ea0f47a7d19d673b033b9a.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_shoes\93bbf69736901225dde4424b79915d17fefa95e5.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_dress\f9a18f1b4b509b0d56af165f1b488ea181cc8955.jpg,0,0,0,0,1,0,1,0,0,0,0,4
